order_id,item_id,product_id,quantity,list_price,discount
Ord1036,2,CRB76,1,299.99,0.07
Ord1036,3,CRB18,2,449,0.05
Ord1036,4,CRB65,2,346.99,0.2
Ord1036,5,CRB12,1,549.99,0.2
Ord1037,1,CRB74,2,439.99,0.07
Ord1037,2,MOB3,1,999.99,0.07
Ord1037,3,CRB65,2,346.99,0.2
Ord1037,4,CHB92,1,209.99,0.07
Ord1037,5,CHB84,2,109.99,0.05
Ord1038,1,CHB83,1,149.99,0.05
Ord1038,2,ELB9,1,2999.99,0.07
Ord1039,1,CRB18,2,449,0.2
Ord104,1,CRB19,2,449,0.1
Ord104,2,CMB26,1,599.99,0.05
Ord1040,1,CHB97,1,349.99,0.1
Ord1040,2,MOB28,2,2499.99,0.2
Ord1040,3,CRB64,1,489.99,0.07
Ord1040,4,MOB27,2,999.99,0.07
Ord1040,5,MOB8,2,1799.99,0.05
Ord1041,1,CHB89,1,209.99,0.1
Ord1041,2,ELB61,2,4999.99,0.07
Ord1041,3,CHB94,2,249.99,0.1
Ord1042,1,CHB23,1,299.99,0.1
Ord1043,1,RDB55,2,2699.99,0.1
Ord1043,2,CRB20,1,599.99,0.07
Ord1044,1,CHB97,2,349.99,0.1
Ord1045,1,MOB28,1,2499.99,0.05
Ord1045,2,CMB104,2,481.99,0.05
Ord1046,1,ELB60,1,1559.99,0.07
Ord1046,2,CRB79,1,402.99,0.07
Ord1046,3,MOB32,1,469.99,0.07
Ord1046,4,MOB41,2,1469.99,0.1
Ord1046,5,CRB17,2,429,0.05
Ord1047,1,MOB28,2,2499.99,0.1
Ord1047,2,CRB78,1,647.99,0.2
Ord1047,3,MOB35,1,832.99,0.05
Ord1047,4,RDB49,1,3499.99,0.05
Ord1048,1,MOB3,2,999.99,0.1
Ord1048,2,MOB37,1,379.99,0.1
Ord1048,3,CHB94,1,249.99,0.05
Ord1049,1,ELB9,1,2999.99,0.1
Ord1049,2,MOB36,2,832.99,0.05
Ord1049,3,MOB3,1,999.99,0.1
Ord1049,4,CMB26,1,599.99,0.07
Ord1049,5,CYB10,2,1549,0.05
Ord105,1,CYB11,2,1680.99,0.2
Ord105,2,MOB3,1,999.99,0.05
Ord105,3,ELB9,1,2999.99,0.05
Ord1050,1,CHB96,2,349.99,0.07
Ord1050,2,CHB99,2,299.99,0.1
Ord1050,3,MOB45,2,869.99,0.2
Ord1050,4,CRB14,2,269.99,0.2
Ord1051,1,MOB46,1,1409.99,0.2
Ord1052,1,MOB7,1,3999.99,0.05
Ord1052,2,CMB103,1,551.99,0.05
Ord1052,3,CMB26,2,599.99,0.07
Ord1053,1,RDB49,2,3499.99,0.05
Ord1053,2,CMB26,2,599.99,0.2
Ord1053,3,CHB23,2,299.99,0.2
Ord1053,4,CRB68,1,449.99,0.1
Ord1053,5,CRB73,2,749.99,0.05
Ord1054,1,MOB36,2,832.99,0.1
Ord1054,2,CRB16,1,599.99,0.05
Ord1055,1,MOB43,2,5299.99,0.07
Ord1055,2,CHB101,2,339.99,0.2
Ord1055,3,CRB12,2,549.99,0.1
Ord1055,4,CHB83,2,149.99,0.1
Ord1055,5,ELB60,1,1559.99,0.2
Ord1056,1,MOB3,1,999.99,0.05
Ord1057,1,CMB105,1,533.99,0.2
Ord1057,2,CHB97,1,349.99,0.05
Ord1057,3,CHB98,2,489.99,0.05
Ord1058,1,MOB43,1,5299.99,0.1
Ord1058,2,MOB29,2,999.99,0.05
Ord1058,3,CMB103,1,551.99,0.07
Ord1059,1,MOB46,2,1409.99,0.05
Ord1059,2,MOB7,1,3999.99,0.1
Ord1059,3,CRB13,1,269.99,0.07
Ord106,1,CRB17,1,429,0.1
Ord106,2,CRB13,2,269.99,0.1
Ord1060,1,MOB7,1,3999.99,0.07
Ord1060,2,CYB11,2,1680.99,0.07
Ord1060,3,ELB61,2,4999.99,0.1
Ord1060,4,MOB30,2,999.99,0.05
Ord1061,1,CRB14,1,269.99,0.07
Ord1061,2,CRB19,1,449,0.1
Ord1062,1,CRB13,1,269.99,0.05
Ord1062,2,CMB111,2,470.99,0.2
Ord1062,3,MOB5,1,1320.99,0.05
Ord1062,4,CRB12,1,549.99,0.2
Ord1063,1,MOB33,2,469.99,0.1
Ord1063,2,CHB100,2,489.99,0.07
Ord1063,3,CRB72,2,619.99,0.2
Ord1064,1,CRB18,1,449,0.07
Ord1064,2,RDB49,1,3499.99,0.1
Ord1065,1,RDB48,2,1499.99,0.07
Ord1065,2,CMB103,2,551.99,0.05
Ord1065,3,CYB63,1,3499.99,0.07
Ord1066,1,CRB15,2,529.99,0.05
Ord1066,2,MOB46,1,1409.99,0.1
Ord1066,3,CRB12,1,549.99,0.1
Ord1067,1,CRB74,2,439.99,0.07
Ord1067,2,ELB9,2,2999.99,0.2
Ord1067,3,CRB72,2,619.99,0.1
Ord1067,4,MOB6,2,469.99,0.2
Ord1068,1,CHB87,2,189.99,0.2
Ord1068,2,CRB82,1,659.99,0.2
Ord1068,3,RDB49,2,3499.99,0.2
Ord1068,4,MOB45,2,869.99,0.2
Ord1069,1,CMB109,1,416.99,0.07
Ord1069,2,CHB93,1,209.99,0.1
Ord107,1,CRB19,1,449,0.2
Ord107,2,CRB13,2,269.99,0.1
Ord1070,1,CMB110,1,470.99,0.2
Ord1070,2,CRB18,2,449,0.1
Ord1070,3,CHB94,1,249.99,0.05
Ord1071,1,CMB25,2,499.99,0.2
Ord1072,1,CHB83,1,149.99,0.2
Ord1072,2,CHB89,2,209.99,0.07
Ord1072,3,MOB36,2,832.99,0.07
Ord1073,1,CRB81,1,1099.99,0.2
Ord1073,2,CRB13,1,269.99,0.07
Ord1073,3,CRB20,1,599.99,0.2
Ord1074,1,RDB59,1,2599.99,0.1
Ord1074,2,CHB87,1,189.99,0.07
Ord1074,3,CHB89,2,209.99,0.1
Ord1075,1,RDB48,2,1499.99,0.1
Ord1075,2,CMB111,2,470.99,0.05
Ord1076,1,CHB95,1,299.99,0.1
Ord1076,2,CMB102,1,489.99,0.07
Ord1076,3,CRB73,2,749.99,0.07
Ord1077,1,ELB60,2,1559.99,0.05
Ord1078,1,CRB76,2,299.99,0.07
Ord1078,2,ELB60,2,1559.99,0.2
Ord1078,3,CRB15,1,529.99,0.07
Ord1078,4,CYB10,2,1549,0.1
Ord1078,5,CRB72,2,619.99,0.2
Ord1079,1,CRB70,2,659.99,0.07
Ord108,1,CYB11,1,1680.99,0.1
Ord108,2,CHB22,2,269.99,0.07
Ord108,3,CRB16,2,599.99,0.05
Ord1080,1,MOB31,1,1632.99,0.2
Ord1080,2,MOB40,1,4999.99,0.1
Ord1080,3,RDB50,1,5999.99,0.05
Ord1080,4,MOB32,2,469.99,0.2
Ord1080,5,CHB86,1,149.99,0.05
Ord1081,1,RDB52,2,875.99,0.1
Ord1082,1,MOB29,2,999.99,0.2
Ord1083,1,CRB65,2,346.99,0.2
Ord1083,2,CRB77,2,799.99,0.1
Ord1083,3,ELB61,1,4999.99,0.07
Ord1083,4,MOB33,1,469.99,0.2
Ord1084,1,MOB30,1,999.99,0.05
Ord1084,2,CRB70,1,659.99,0.05
Ord1084,3,CHB98,2,489.99,0.2
Ord1084,4,CRB65,2,346.99,0.07
Ord1084,5,ELB60,1,1559.99,0.1
Ord1085,1,CRB66,2,250.99,0.2
Ord1085,2,CRB64,1,489.99,0.1
Ord1085,3,CRB74,1,439.99,0.1
Ord1086,1,CMB108,1,449.99,0.07
Ord1086,2,CRB67,1,250.99,0.1
Ord1086,3,CRB81,2,1099.99,0.05
Ord1086,4,CYB10,2,1549,0.07
Ord1086,5,MOB5,1,1320.99,0.2
Ord1087,1,CRB15,1,529.99,0.07
Ord1087,2,CMB102,2,489.99,0.07
Ord1087,3,RDB59,2,2599.99,0.1
Ord1087,4,CRB13,2,269.99,0.07
Ord1087,5,CMB109,2,416.99,0.2
Ord1088,1,CRB64,1,489.99,0.1
Ord1088,2,MOB30,1,999.99,0.1
Ord1088,3,MOB33,1,469.99,0.07
Ord1088,4,MOB36,2,832.99,0.2
Ord1089,1,CRB70,2,659.99,0.07
Ord1089,2,MOB30,2,999.99,0.05
Ord109,1,CHB22,2,269.99,0.1
Ord109,2,MOB6,1,469.99,0.07
Ord1090,1,CRB74,1,439.99,0.2
Ord1091,1,CHB97,1,349.99,0.05
Ord1091,2,RDB56,1,5499.99,0.1
Ord1091,3,CRB19,1,449,0.1
Ord1092,1,MOB34,1,469.99,0.05
Ord1092,2,MOB30,2,999.99,0.07
Ord1092,3,MOB2,2,749.99,0.1
Ord1092,4,CRB18,1,449,0.2
Ord1093,1,MOB45,2,869.99,0.07
Ord1093,2,CRB17,2,429,0.1
Ord1093,3,CHB90,2,209.99,0.1
Ord1094,1,CRB71,1,416.99,0.1
Ord1094,2,CYB11,1,1680.99,0.1
Ord1094,3,CMB24,1,549.99,0.1
Ord1094,4,CMB107,1,416.99,0.2
Ord1095,1,CRB78,2,647.99,0.05
Ord1095,2,MOB3,2,999.99,0.2
Ord1095,3,CRB15,2,529.99,0.1
Ord1095,4,MOB31,1,1632.99,0.2
Ord1095,5,RDB50,2,5999.99,0.05
Ord1096,1,CYB11,1,1680.99,0.1
Ord1097,1,CHB99,1,299.99,0.05
Ord1097,2,CMB106,2,449.99,0.07
Ord1097,3,CHB98,2,489.99,0.07
Ord1097,4,CRB19,1,449,0.2
Ord1097,5,MOB35,2,832.99,0.05
Ord1098,1,CHB88,1,189.99,0.1
Ord1099,1,CRB64,1,489.99,0.1
Ord1099,2,CRB13,2,269.99,0.05
Ord1099,3,MOB46,1,1409.99,0.07
Ord1099,4,CHB89,2,209.99,0.1
Ord11,1,MOB8,1,1799.99,0.05
Ord11,2,CHB22,2,269.99,0.1
Ord11,3,CRB16,2,599.99,0.2
Ord110,1,CRB14,1,269.99,0.1
Ord1100,1,CRB12,1,549.99,0.05
Ord1100,2,ELB9,2,2999.99,0.1
Ord1101,1,CMB105,1,533.99,0.07
Ord1101,2,RDB51,1,6499.99,0.05
Ord1102,1,CHB91,1,349.99,0.07
Ord1103,1,CMB106,1,449.99,0.2
Ord1103,2,MOB46,2,1409.99,0.2
Ord1104,1,CRB17,1,429,0.1
Ord1104,2,CRB70,2,659.99,0.1
Ord1104,3,MOB43,1,5299.99,0.07
Ord1104,4,CRB80,1,761.99,0.07
Ord1105,1,ELB60,1,1559.99,0.05
Ord1105,2,RDB56,2,5499.99,0.2
Ord1105,3,MOB35,2,832.99,0.07
Ord1106,1,CHB96,1,349.99,0.1
Ord1107,1,MOB43,1,5299.99,0.2
Ord1107,2,MOB41,2,1469.99,0.2
Ord1108,1,MOB45,2,869.99,0.05
Ord1108,2,CHB100,1,489.99,0.07
Ord1108,3,CMB105,1,533.99,0.07
Ord1109,1,CRB72,2,619.99,0.1
Ord111,1,CRB14,1,269.99,0.1
Ord111,2,CRB12,2,549.99,0.07
Ord1110,1,RDB56,1,5499.99,0.1
Ord1111,1,CHB95,1,299.99,0.05
Ord1111,2,CRB66,2,250.99,0.1
Ord1111,3,CRB14,1,269.99,0.2
Ord1111,4,CMB24,1,549.99,0.07
Ord1112,1,CRB71,2,416.99,0.05
Ord1112,2,MOB42,1,2299.99,0.07
Ord1112,3,MOB5,2,1320.99,0.1
Ord1112,4,CHB87,2,189.99,0.07
Ord1112,5,ELB9,2,2999.99,0.1
Ord1113,1,CMB106,1,449.99,0.07
Ord1114,1,RDB52,1,875.99,0.2
Ord1115,1,CHB97,2,349.99,0.2
Ord1115,2,RDB50,2,5999.99,0.07
Ord1115,3,CHB91,2,349.99,0.07
Ord1115,4,RDB49,2,3499.99,0.1
Ord1116,1,CYB11,2,1680.99,0.07
Ord1117,1,MOB37,2,379.99,0.1
Ord1117,2,CHB91,1,349.99,0.2
Ord1117,3,RDB51,2,6499.99,0.1
Ord1118,1,RDB55,2,2699.99,0.2
Ord1118,2,RDB50,1,5999.99,0.07
Ord1118,3,MOB29,1,999.99,0.05
Ord1118,4,MOB47,2,5299.99,0.2
Ord1119,1,CHB93,2,209.99,0.1
Ord1119,2,RDB55,2,2699.99,0.05
Ord1119,3,CMB104,1,481.99,0.2
Ord112,1,CHB23,2,299.99,0.2
Ord112,2,CMB25,2,499.99,0.07
Ord112,3,CMB24,2,549.99,0.05
Ord112,4,MOB5,1,1320.99,0.2
Ord1120,1,CHB92,2,209.99,0.07
Ord1120,2,MOB31,1,1632.99,0.07
Ord1120,3,MOB30,2,999.99,0.05
Ord1120,4,CHB93,1,209.99,0.07
Ord1120,5,CHB94,1,249.99,0.2
Ord1121,1,CYB11,2,1680.99,0.1
Ord1121,2,CMB110,2,470.99,0.05
Ord1122,1,ELB9,2,2999.99,0.07
Ord1122,2,RDB53,1,749.99,0.1
Ord1122,3,RDB49,2,3499.99,0.2
Ord1122,4,MOB41,2,1469.99,0.05
Ord1122,5,CRB72,1,619.99,0.1
Ord1123,1,CRB65,2,346.99,0.07
Ord1123,2,ELB61,2,4999.99,0.1
Ord1124,1,MOB7,2,3999.99,0.1
Ord1124,2,MOB6,1,469.99,0.1
Ord1124,3,CMB109,2,416.99,0.07
Ord1124,4,MOB45,2,869.99,0.05
Ord1124,5,MOB2,2,749.99,0.05
Ord1125,1,CRB16,2,599.99,0.05
Ord1125,2,CHB21,1,269.99,0.1
Ord1125,3,CRB81,2,1099.99,0.07
Ord1125,4,CMB24,1,549.99,0.07
Ord1125,5,MOB32,2,469.99,0.07
Ord1126,1,MOB33,2,469.99,0.1
Ord1126,2,RDB58,1,4999.99,0.2
Ord1126,3,CHB89,2,209.99,0.05
Ord1127,1,CHB23,2,299.99,0.1
Ord1127,2,CHB96,2,349.99,0.07
Ord1127,3,MOB37,1,379.99,0.2
Ord1128,1,MOB44,1,539.99,0.05
Ord1128,2,CYB10,1,1549,0.2
Ord1128,3,CRB65,2,346.99,0.05
Ord1129,1,CRB71,2,416.99,0.2
Ord1129,2,RDB56,1,5499.99,0.2
Ord1129,3,ELB61,2,4999.99,0.05
Ord113,1,CRB12,2,549.99,0.07
Ord113,2,CMB24,2,549.99,0.1
Ord113,3,MOB6,1,469.99,0.07
Ord113,4,CHB23,1,299.99,0.2
Ord113,5,MOB5,2,1320.99,0.2
Ord1130,1,RDB54,2,3199.99,0.2
Ord1131,1,ELB60,2,1559.99,0.07
Ord1131,2,CMB103,2,551.99,0.05
Ord1132,1,MOB43,1,5299.99,0.05
Ord1132,2,CYB10,1,1549,0.1
Ord1132,3,MOB36,2,832.99,0.1
Ord1132,4,CRB16,1,599.99,0.05
Ord1133,1,MOB4,2,2899.99,0.05
Ord1133,2,CRB17,1,429,0.07
Ord1133,3,CHB90,2,209.99,0.2
Ord1133,4,CYB62,1,3499.99,0.2
Ord1134,1,CHB97,1,349.99,0.1
Ord1134,2,MOB36,1,832.99,0.1
Ord1135,1,CHB101,2,339.99,0.05
Ord1135,2,RDB51,1,6499.99,0.1
Ord1136,1,CMB105,1,533.99,0.1
Ord1137,1,MOB28,1,2499.99,0.2
Ord1137,2,RDB58,2,4999.99,0.2
Ord1137,3,CHB84,2,109.99,0.2
Ord1137,4,CRB69,2,416.99,0.07
Ord1138,1,CRB13,2,269.99,0.05
Ord1138,2,CMB105,2,533.99,0.05
Ord1138,3,CHB93,1,209.99,0.1
Ord1139,1,CMB106,2,449.99,0.05
Ord1139,2,MOB44,2,539.99,0.1
Ord1139,3,CRB69,1,416.99,0.05
Ord1139,4,CMB25,2,499.99,0.1
Ord1139,5,MOB7,1,3999.99,0.1
Ord114,1,CRB12,1,549.99,0.05
Ord114,2,MOB2,1,749.99,0.07
Ord114,3,CRB13,2,269.99,0.1
Ord1140,1,MOB39,2,1499.99,0.1
Ord1140,2,CRB71,2,416.99,0.07
Ord1140,3,MOB38,2,549.99,0.1
Ord1140,4,MOB40,2,4999.99,0.07
Ord1141,1,MOB8,1,1799.99,0.1
Ord1142,1,CRB20,2,599.99,0.07
Ord1142,2,MOB30,1,999.99,0.1
Ord1142,3,CMB109,2,416.99,0.05
Ord1142,4,CMB108,2,449.99,0.2
Ord1142,5,CHB100,2,489.99,0.05
Ord1143,1,CHB99,1,299.99,0.2
Ord1143,2,RDB48,1,1499.99,0.2
Ord1143,3,CRB69,2,416.99,0.1
Ord1144,1,CHB88,1,189.99,0.07
Ord1145,1,CMB105,2,533.99,0.07
Ord1146,1,MOB36,1,832.99,0.07
Ord1146,2,CRB64,1,489.99,0.2
Ord1146,3,CYB11,1,1680.99,0.2
Ord1147,1,CRB82,1,659.99,0.2
Ord1147,2,MOB39,2,1499.99,0.05
Ord1148,1,CRB82,1,659.99,0.07
Ord1148,2,CHB22,1,269.99,0.07
Ord1148,3,CRB77,2,799.99,0.05
Ord1148,4,CHB94,2,249.99,0.1
Ord1149,1,CHB98,2,489.99,0.07
Ord1149,2,RDB48,1,1499.99,0.05
Ord1149,3,RDB58,1,4999.99,0.05
Ord1149,4,CHB85,1,329.99,0.2
Ord1149,5,CHB94,1,249.99,0.1
Ord115,1,CHB22,1,269.99,0.2
Ord115,2,CRB19,1,449,0.1
Ord1150,1,MOB29,1,999.99,0.05
Ord1150,2,CHB91,1,349.99,0.05
Ord1150,3,CMB104,2,481.99,0.07
Ord1150,4,CHB21,2,269.99,0.1
Ord1151,1,MOB30,2,999.99,0.05
Ord1152,1,RDB58,1,4999.99,0.07
Ord1152,2,CHB91,2,349.99,0.2
Ord1152,3,CMB24,1,549.99,0.05
Ord1153,1,CMB103,1,551.99,0.1
Ord1153,2,MOB6,2,469.99,0.05
Ord1154,1,CRB17,1,429,0.2
Ord1154,2,ELB60,1,1559.99,0.07
Ord1154,3,CRB67,2,250.99,0.2
Ord1155,1,CRB68,2,449.99,0.05
Ord1155,2,MOB6,2,469.99,0.1
Ord1155,3,MOB35,1,832.99,0.07
Ord1155,4,CRB77,2,799.99,0.05
Ord1156,1,CMB111,2,470.99,0.05
Ord1156,2,CHB86,1,149.99,0.05
Ord1157,1,CRB20,1,599.99,0.1
Ord1157,2,MOB31,2,1632.99,0.1
Ord1157,3,MOB37,2,379.99,0.2
Ord1157,4,MOB41,1,1469.99,0.07
Ord1158,1,CHB95,2,299.99,0.1
Ord1158,2,CRB74,1,439.99,0.07
Ord1159,1,CRB12,2,549.99,0.1
Ord116,1,CMB26,1,599.99,0.05
Ord1160,1,MOB41,1,1469.99,0.1
Ord1160,2,ELB9,1,2999.99,0.2
Ord1161,1,CRB71,2,416.99,0.1
Ord1161,2,MOB38,1,549.99,0.07
Ord1161,3,CHB22,1,269.99,0.2
Ord1161,4,MOB29,2,999.99,0.1
Ord1162,1,CHB88,1,189.99,0.2
Ord1162,2,MOB40,2,4999.99,0.2
Ord1162,3,CHB86,1,149.99,0.1
Ord1162,4,MOB41,1,1469.99,0.05
Ord1162,5,CRB12,2,549.99,0.05
Ord1163,1,CYB63,2,3499.99,0.05
Ord1163,2,RDB53,2,749.99,0.1
Ord1164,1,MOB8,1,1799.99,0.2
Ord1164,2,CRB78,1,647.99,0.05
Ord1164,3,CMB103,2,551.99,0.05
Ord1164,4,MOB44,2,539.99,0.05
Ord1165,1,CRB65,2,346.99,0.07
Ord1165,2,CRB68,1,449.99,0.07
Ord1166,1,CMB103,2,551.99,0.07
Ord1167,1,MOB29,2,999.99,0.05
Ord1167,2,CRB81,2,1099.99,0.1
Ord1167,3,CRB68,1,449.99,0.07
Ord1168,1,CHB23,2,299.99,0.1
Ord1168,2,CRB82,1,659.99,0.2
Ord1168,3,RDB51,1,6499.99,0.07
Ord1168,4,CMB107,2,416.99,0.2
Ord1168,5,CRB15,2,529.99,0.05
Ord1169,1,CHB91,2,349.99,0.2
Ord1169,2,RDB51,1,6499.99,0.05
Ord1169,3,RDB58,2,4999.99,0.1
Ord1169,4,CRB81,2,1099.99,0.2
Ord117,1,CHB22,2,269.99,0.2
Ord117,2,CMB26,1,599.99,0.05
Ord117,3,CRB14,1,269.99,0.2
Ord117,4,CRB19,1,449,0.05
Ord1170,1,CRB15,1,529.99,0.1
Ord1170,2,MOB47,2,5299.99,0.05
Ord1170,3,CYB62,2,3499.99,0.1
Ord1171,1,CHB94,2,249.99,0.2
Ord1171,2,CHB92,2,209.99,0.07
Ord1171,3,CYB10,2,1549,0.07
Ord1172,1,CRB78,2,647.99,0.07
Ord1172,2,CMB104,1,481.99,0.2
Ord1173,1,CHB95,1,299.99,0.2
Ord1173,2,CRB17,1,429,0.07
Ord1173,3,CRB68,1,449.99,0.05
Ord1173,4,CMB103,2,551.99,0.2
Ord1174,1,CMB110,2,470.99,0.2
Ord1174,2,MOB6,1,469.99,0.07
Ord1174,3,CMB106,1,449.99,0.1
Ord1175,1,RDB58,2,4999.99,0.07
Ord1175,2,CRB65,1,346.99,0.2
Ord1175,3,CRB20,1,599.99,0.05
Ord1175,4,MOB3,1,999.99,0.05
Ord1175,5,ELB9,1,2999.99,0.05
Ord1176,1,CHB87,1,189.99,0.1
Ord1177,1,CYB62,2,3499.99,0.07
Ord1177,2,CRB74,1,439.99,0.1
Ord1178,1,MOB46,1,1409.99,0.07
Ord1178,2,CRB77,1,799.99,0.2
Ord1178,3,CMB108,1,449.99,0.05
Ord1178,4,CRB13,2,269.99,0.05
Ord1179,1,CHB93,2,209.99,0.05
Ord1179,2,CHB88,2,189.99,0.05
Ord1179,3,MOB33,2,469.99,0.2
Ord1179,4,RDB50,1,5999.99,0.07
Ord118,1,CRB18,1,449,0.07
Ord118,2,MOB4,1,2899.99,0.07
Ord118,3,MOB6,1,469.99,0.07
Ord118,4,MOB3,2,999.99,0.1
Ord118,5,CHB23,2,299.99,0.07
Ord1180,1,CRB66,2,250.99,0.07
Ord1181,1,CHB98,1,489.99,0.1
Ord1182,1,MOB35,1,832.99,0.1
Ord1182,2,RDB49,2,3499.99,0.1
